	Plate	Well	Well Number	Original Gene Target	Frames
105183	LT0091_30	O16	352	negative control	58
105194	LT0091_30	P3	363	negative control	48
105230	LT0092_14	A15	15	negative control	35
105241	LT0092_14	B2	26	negative control	59
105278	LT0092_14	C15	63	negative control	56
105289	LT0092_14	D2	74	negative control	45
105519	LT0092_14	M16	304	negative control	44
105530	LT0092_14	N3	315	negative control	60
105567	LT0092_14	O16	352	negative control	52
105578	LT0092_14	P3	363	negative control	48
105614	LT0092_15	A15	15	negative control	60
105625	LT0092_15	B2	26	negative control	37
105662	LT0092_15	C15	63	negative control	59
105673	LT0092_15	D2	74	negative control	41
105903	LT0092_15	M16	304	negative control	36
105914	LT0092_15	N3	315	negative control	35
105951	LT0092_15	O16	352	negative control	35
105962	LT0092_15	P3	363	negative control	51
105998	LT0092_39	A15	15	negative control	54
106009	LT0092_39	B2	26	negative control	49
106046	LT0092_39	C15	63	negative control	49
106057	LT0092_39	D2	74	negative control	53
106287	LT0092_39	M16	304	negative control	52
106298	LT0092_39	N3	315	negative control	41
106335	LT0092_39	O16	352	negative control	42
106346	LT0092_39	P3	363	negative control	58
106382	LT0093_13	A15	15	negative control	61
106393	LT0093_13	B2	26	negative control	58
106430	LT0093_13	C15	63	negative control	45
106441	LT0093_13	D2	74	negative control	50
106671	LT0093_13	M16	304	negative control	47
106682	LT0093_13	N3	315	negative control	55
106719	LT0093_13	O16	352	negative control	60
106730	LT0093_13	P3	363	negative control	55
106766	LT0093_16	A15	15	negative control	32
106777	LT0093_16	B2	26	negative control	39
106814	LT0093_16	C15	63	negative control	38
106825	LT0093_16	D2	74	negative control	36
107055	LT0093_16	M16	304	negative control	46
107066	LT0093_16	N3	315	negative control	54
107103	LT0093_16	O16	352	negative control	40
107114	LT0093_16	P3	363	negative control	51
107150	LT0093_17	A15	15	negative control	31
107161	LT0093_17	B2	26	negative control	54
107198	LT0093_17	C15	63	negative control	45
107209	LT0093_17	D2	74	negative control	33
107439	LT0093_17	M16	304	negative control	60
107450	LT0093_17	N3	315	negative control	50
107487	LT0093_17	O16	352	negative control	56
107498	LT0093_17	P3	363	negative control	52
107534	LT0094_01	A15	15	negative control	35
107545	LT0094_01	B2	26	negative control	31
107582	LT0094_01	C15	63	negative control	58
107593	LT0094_01	D2	74	negative control	57
107823	LT0094_01	M16	304	negative control	51
107834	LT0094_01	N3	315	negative control	36
107871	LT0094_01	O16	352	negative control	57
107882	LT0094_01	P3	363	negative control	55
107918	LT0094_02	A15	15	negative control	48
107929	LT0094_02	B2	26	negative control	35
107966	LT0094_02	C15	63	negative control	55
107977	LT0094_02	D2	74	negative control	31
108207	LT0094_02	M16	304	negative control	48
108218	LT0094_02	N3	315	negative control	48
108255	LT0094_02	O16	352	negative control	39
108266	LT0094_02	P3	363	negative control	40
108302	LT0094_04	A15	15	negative control	35
108313	LT0094_04	B2	26	negative control	62
108350	LT0094_04	C15	63	negative control	61
108361	LT0094_04	D2	74	negative control	40
108591	LT0094_04	M16	304	negative control	43
108602	LT0094_04	N3	315	negative control	47
108639	LT0094_04	O16	352	negative control	34
108650	LT0094_04	P3	363	negative control	31
108686	LT0094_44	A15	15	negative control	45
108697	LT0094_44	B2	26	negative control	60
108734	LT0094_44	C15	63	negative control	54
108745	LT0094_44	D2	74	negative control	31
108975	LT0094_44	M16	304	negative control	55
108986	LT0094_44	N3	315	negative control	59
109023	LT0094_44	O16	352	negative control	42
109034	LT0094_44	P3	363	negative control	32
109070	LT0095_12	A15	15	negative control	49
109081	LT0095_12	B2	26	negative control	45
109118	LT0095_12	C15	63	negative control	43
109129	LT0095_12	D2	74	negative control	39
109359	LT0095_12	M16	304	negative control	36
109370	LT0095_12	N3	315	negative control	55
109407	LT0095_12	O16	352	negative control	33
109418	LT0095_12	P3	363	negative control	48
109454	LT0095_13	A15	15	negative control	46
109465	LT0095_13	B2	26	negative control	34
109502	LT0095_13	C15	63	negative control	52
109513	LT0095_13	D2	74	negative control	47
109743	LT0095_13	M16	304	negative control	49
109754	LT0095_13	N3	315	negative control	60
109791	LT0095_13	O16	352	negative control	36
109802	LT0095_13	P3	363	negative control	55
109838	LT0095_14	A15	15	negative control	53
109849	LT0095_14	B2	26	negative control	49
109886	LT0095_14	C15	63	negative control	38
109897	LT0095_14	D2	74	negative control	54
110127	LT0095_14	M16	304	negative control	48
110138	LT0095_14	N3	315	negative control	57
110175	LT0095_14	O16	352	negative control	55
110186	LT0095_14	P3	363	negative control	35
110222	LT0096_29	A15	15	negative control	44
110233	LT0096_29	B2	26	negative control	56
110270	LT0096_29	C15	63	negative control	57
110281	LT0096_29	D2	74	negative control	59
110511	LT0096_29	M16	304	negative control	50
110522	LT0096_29	N3	315	negative control	46
110559	LT0096_29	O16	352	negative control	50
110570	LT0096_29	P3	363	negative control	45
110606	LT0096_33	A15	15	negative control	49
110617	LT0096_33	B2	26	negative control	56
110654	LT0096_33	C15	63	negative control	31
110665	LT0096_33	D2	74	negative control	58
110895	LT0096_33	M16	304	negative control	35
110906	LT0096_33	N3	315	negative control	37
110943	LT0096_33	O16	352	negative control	51
110954	LT0096_33	P3	363	negative control	62
110990	LT0096_35	A15	15	negative control	43
111001	LT0096_35	B2	26	negative control	34
111038	LT0096_35	C15	63	negative control	49
111049	LT0096_35	D2	74	negative control	44
111279	LT0096_35	M16	304	negative control	50
111290	LT0096_35	N3	315	negative control	48
111327	LT0096_35	O16	352	negative control	62
111338	LT0096_35	P3	363	negative control	32
111374	LT0097_04	A15	15	negative control	49
111385	LT0097_04	B2	26	negative control	43
111422	LT0097_04	C15	63	negative control	46
111433	LT0097_04	D2	74	negative control	58
111663	LT0097_04	M16	304	negative control	38
111674	LT0097_04	N3	315	negative control	33
111711	LT0097_04	O16	352	negative control	38
111722	LT0097_04	P3	363	negative control	61
111758	LT0097_44	A15	15	negative control	44
111769	LT0097_44	B2	26	negative control	47
111817	LT0097_44	D2	74	negative control	32
112047	LT0097_44	M16	304	negative control	55
112058	LT0097_44	N3	315	negative control	47
112095	LT0097_44	O16	352	negative control	44
112106	LT0097_44	P3	363	negative control	62
112142	LT0097_48	A15	15	negative control	58
112153	LT0097_48	B2	26	negative control	36
112190	LT0097_48	C15	63	negative control	49
112201	LT0097_48	D2	74	negative control	55
112431	LT0097_48	M16	304	negative control	47
112442	LT0097_48	N3	315	negative control	43
112479	LT0097_48	O16	352	negative control	35
112490	LT0097_48	P3	363	negative control	47
112526	LT0098_01	A15	15	negative control	50
112537	LT0098_01	B2	26	negative control	45
112574	LT0098_01	C15	63	negative control	39
112585	LT0098_01	D2	74	negative control	45
112815	LT0098_01	M16	304	negative control	48
112826	LT0098_01	N3	315	negative control	41
112863	LT0098_01	O16	352	negative control	58
112874	LT0098_01	P3	363	negative control	45
112910	LT0098_13	A15	15	negative control	37
112921	LT0098_13	B2	26	negative control	44
112958	LT0098_13	C15	63	negative control	35
112969	LT0098_13	D2	74	negative control	53
113199	LT0098_13	M16	304	negative control	46
113210	LT0098_13	N3	315	negative control	60
113247	LT0098_13	O16	352	negative control	45
113258	LT0098_13	P3	363	negative control	41
113294	LT0098_14	A15	15	negative control	56
113305	LT0098_14	B2	26	negative control	42
113342	LT0098_14	C15	63	negative control	62
113353	LT0098_14	D2	74	negative control	58
113583	LT0098_14	M16	304	negative control	53
113594	LT0098_14	N3	315	negative control	45
113631	LT0098_14	O16	352	negative control	42
113642	LT0098_14	P3	363	negative control	51
113678	LT0099_01	A15	15	negative control	54
113689	LT0099_01	B2	26	negative control	60
113726	LT0099_01	C15	63	negative control	33
113737	LT0099_01	D2	74	negative control	56
113967	LT0099_01	M16	304	negative control	60
113978	LT0099_01	N3	315	negative control	55
114015	LT0099_01	O16	352	negative control	31
114026	LT0099_01	P3	363	negative control	62
114062	LT0099_16	A15	15	negative control	55
114073	LT0099_16	B2	26	negative control	45
114110	LT0099_16	C15	63	negative control	37
114121	LT0099_16	D2	74	negative control	49
114351	LT0099_16	M16	304	negative control	53
114362	LT0099_16	N3	315	negative control	61
114399	LT0099_16	O16	352	negative control	62
114410	LT0099_16	P3	363	negative control	45
114446	LT0099_20	A15	15	negative control	58
114457	LT0099_20	B2	26	negative control	56
114494	LT0099_20	C15	63	negative control	44
114505	LT0099_20	D2	74	negative control	43
114735	LT0099_20	M16	304	negative control	61
114746	LT0099_20	N3	315	negative control	36
114783	LT0099_20	O16	352	negative control	50
114794	LT0099_20	P3	363	negative control	62
114830	LT0100_03	A15	15	negative control	54
114841	LT0100_03	B2	26	negative control	59
114878	LT0100_03	C15	63	negative control	58
114889	LT0100_03	D2	74	negative control	55
115119	LT0100_03	M16	304	negative control	50
115130	LT0100_03	N3	315	negative control	39
115167	LT0100_03	O16	352	negative control	39
115178	LT0100_03	P3	363	negative control	56
115214	LT0100_09	A15	15	negative control	56
115225	LT0100_09	B2	26	negative control	46
115262	LT0100_09	C15	63	negative control	60
115273	LT0100_09	D2	74	negative control	59
115503	LT0100_09	M16	304	negative control	51
115514	LT0100_09	N3	315	negative control	41
115551	LT0100_09	O16	352	negative control	41
115562	LT0100_09	P3	363	negative control	51
115598	LT0100_12	A15	15	negative control	48
115609	LT0100_12	B2	26	negative control	31
115646	LT0100_12	C15	63	negative control	38
115657	LT0100_12	D2	74	negative control	37
115887	LT0100_12	M16	304	negative control	33
115898	LT0100_12	N3	315	negative control	32
115935	LT0100_12	O16	352	negative control	47
115946	LT0100_12	P3	363	negative control	53
115982	LT0101_01	A15	15	negative control	44
115993	LT0101_01	B2	26	negative control	57
116030	LT0101_01	C15	63	negative control	48
116041	LT0101_01	D2	74	negative control	53
116271	LT0101_01	M16	304	negative control	38
116282	LT0101_01	N3	315	negative control	61
116319	LT0101_01	O16	352	negative control	59
116330	LT0101_01	P3	363	negative control	32
116366	LT0101_14	A15	15	negative control	52
116377	LT0101_14	B2	26	negative control	33
116414	LT0101_14	C15	63	negative control	31
116425	LT0101_14	D2	74	negative control	49
116655	LT0101_14	M16	304	negative control	37
116666	LT0101_14	N3	315	negative control	37
116703	LT0101_14	O16	352	negative control	34
116714	LT0101_14	P3	363	negative control	52
116750	LT0101_15	A15	15	negative control	35
116761	LT0101_15	B2	26	negative control	54
116798	LT0101_15	C15	63	negative control	50
116809	LT0101_15	D2	74	negative control	57
117039	LT0101_15	M16	304	negative control	49
117050	LT0101_15	N3	315	negative control	37
117087	LT0101_15	O16	352	negative control	56
117098	LT0101_15	P3	363	negative control	45
117134	LT0102_01	A15	15	negative control	46
117145	LT0102_01	B2	26	negative control	48
117182	LT0102_01	C15	63	negative control	58
117193	LT0102_01	D2	74	negative control	52
117423	LT0102_01	M16	304	negative control	32
117434	LT0102_01	N3	315	negative control	40
117471	LT0102_01	O16	352	negative control	50
117482	LT0102_01	P3	363	negative control	48
117518	LT0102_06	A15	15	negative control	42
117529	LT0102_06	B2	26	negative control	31
117566	LT0102_06	C15	63	negative control	54
117577	LT0102_06	D2	74	negative control	34
117807	LT0102_06	M16	304	negative control	56
117818	LT0102_06	N3	315	negative control	60
117855	LT0102_06	O16	352	negative control	53
117866	LT0102_06	P3	363	negative control	35
117902	LT0102_09	A15	15	negative control	51
117913	LT0102_09	B2	26	negative control	61
117950	LT0102_09	C15	63	negative control	50
117961	LT0102_09	D2	74	negative control	46
118191	LT0102_09	M16	304	negative control	36
118202	LT0102_09	N3	315	negative control	51
118239	LT0102_09	O16	352	negative control	60
118250	LT0102_09	P3	363	negative control	61
118286	LT0103_08	A15	15	negative control	35
118297	LT0103_08	B2	26	negative control	40
118334	LT0103_08	C15	63	negative control	47
118345	LT0103_08	D2	74	negative control	47
118575	LT0103_08	M16	304	negative control	56
118586	LT0103_08	N3	315	negative control	36
118623	LT0103_08	O16	352	negative control	31
118634	LT0103_08	P3	363	negative control	53
118670	LT0103_12	A15	15	negative control	34
118681	LT0103_12	B2	26	negative control	39
118718	LT0103_12	C15	63	negative control	61
118729	LT0103_12	D2	74	negative control	59
118959	LT0103_12	M16	304	negative control	40
118970	LT0103_12	N3	315	negative control	41
119007	LT0103_12	O16	352	negative control	37
119018	LT0103_12	P3	363	negative control	59
119054	LT0103_13	A15	15	negative control	62
119065	LT0103_13	B2	26	negative control	43
119102	LT0103_13	C15	63	negative control	42
119113	LT0103_13	D2	74	negative control	33
119343	LT0103_13	M16	304	negative control	58
119354	LT0103_13	N3	315	negative control	48
119391	LT0103_13	O16	352	negative control	38
119402	LT0103_13	P3	363	negative control	38
119438	LT0103_18	A15	15	negative control	37
119449	LT0103_18	B2	26	negative control	54
119486	LT0103_18	C15	63	negative control	57
119497	LT0103_18	D2	74	negative control	36
119727	LT0103_18	M16	304	negative control	40
119738	LT0103_18	N3	315	negative control	55
119775	LT0103_18	O16	352	negative control	43
119786	LT0103_18	P3	363	negative control	39
119822	LT0104_04	A15	15	negative control	32
119833	LT0104_04	B2	26	negative control	58
119870	LT0104_04	C15	63	negative control	45
119881	LT0104_04	D2	74	negative control	44
120111	LT0104_04	M16	304	negative control	46
120122	LT0104_04	N3	315	negative control	35
120159	LT0104_04	O16	352	negative control	53
120170	LT0104_04	P3	363	negative control	51
120206	LT0104_14	A15	15	negative control	33
120217	LT0104_14	B2	26	negative control	38
120254	LT0104_14	C15	63	negative control	44
120265	LT0104_14	D2	74	negative control	39
120495	LT0104_14	M16	304	negative control	36
120506	LT0104_14	N3	315	negative control	38
120543	LT0104_14	O16	352	negative control	46
120554	LT0104_14	P3	363	negative control	46
120590	LT0104_20	A15	15	negative control	40
120638	LT0104_20	C15	63	negative control	56
120649	LT0104_20	D2	74	negative control	53
120879	LT0104_20	M16	304	negative control	56
120890	LT0104_20	N3	315	negative control	56
120927	LT0104_20	O16	352	negative control	50
120938	LT0104_20	P3	363	negative control	61
120974	LT0104_31	A15	15	negative control	60
120985	LT0104_31	B2	26	negative control	40
121022	LT0104_31	C15	63	negative control	42
121033	LT0104_31	D2	74	negative control	60
121263	LT0104_31	M16	304	negative control	34
121274	LT0104_31	N3	315	negative control	57
121311	LT0104_31	O16	352	negative control	38
121322	LT0104_31	P3	363	negative control	62
121358	LT0105_04	A15	15	negative control	49
121369	LT0105_04	B2	26	negative control	39
121406	LT0105_04	C15	63	negative control	62
121417	LT0105_04	D2	74	negative control	32
121647	LT0105_04	M16	304	negative control	34
121658	LT0105_04	N3	315	negative control	49
121695	LT0105_04	O16	352	negative control	48
121706	LT0105_04	P3	363	negative control	45
121742	LT0105_07	A15	15	negative control	54
121753	LT0105_07	B2	26	negative control	41
121790	LT0105_07	C15	63	negative control	41
121801	LT0105_07	D2	74	negative control	55
122031	LT0105_07	M16	304	negative control	62
122042	LT0105_07	N3	315	negative control	62
122079	LT0105_07	O16	352	negative control	42
122090	LT0105_07	P3	363	negative control	58
122126	LT0105_20	A15	15	negative control	44
122137	LT0105_20	B2	26	negative control	45
122174	LT0105_20	C15	63	negative control	54
122185	LT0105_20	D2	74	negative control	36
122415	LT0105_20	M16	304	negative control	54
122426	LT0105_20	N3	315	negative control	41
122463	LT0105_20	O16	352	negative control	38
122474	LT0105_20	P3	363	negative control	48
122510	LT0105_27	A15	15	negative control	36
122521	LT0105_27	B2	26	negative control	37
122558	LT0105_27	C15	63	negative control	42
122569	LT0105_27	D2	74	negative control	52
122799	LT0105_27	M16	304	negative control	55
122810	LT0105_27	N3	315	negative control	42
122847	LT0105_27	O16	352	negative control	55
122858	LT0105_27	P3	363	negative control	48
122894	LT0106_02	A15	15	negative control	52
122905	LT0106_02	B2	26	negative control	61
122942	LT0106_02	C15	63	negative control	49
122953	LT0106_02	D2	74	negative control	62
123183	LT0106_02	M16	304	negative control	56
123194	LT0106_02	N3	315	negative control	60
123231	LT0106_02	O16	352	negative control	36
123242	LT0106_02	P3	363	negative control	48
123278	LT0106_06	A15	15	negative control	39
123289	LT0106_06	B2	26	negative control	48
123326	LT0106_06	C15	63	negative control	41
123337	LT0106_06	D2	74	negative control	62
123567	LT0106_06	M16	304	negative control	38
123578	LT0106_06	N3	315	negative control	42
123615	LT0106_06	O16	352	negative control	55
123626	LT0106_06	P3	363	negative control	52
123662	LT0106_10	A15	15	negative control	62
123673	LT0106_10	B2	26	negative control	45
123710	LT0106_10	C15	63	negative control	31
123721	LT0106_10	D2	74	negative control	32
123951	LT0106_10	M16	304	negative control	56
123962	LT0106_10	N3	315	negative control	52
123999	LT0106_10	O16	352	negative control	32
124010	LT0106_10	P3	363	negative control	35
124046	LT0106_43	A15	15	negative control	57
124057	LT0106_43	B2	26	negative control	56
124094	LT0106_43	C15	63	negative control	43
124105	LT0106_43	D2	74	negative control	39
124335	LT0106_43	M16	304	negative control	49
124346	LT0106_43	N3	315	negative control	43
124383	LT0106_43	O16	352	negative control	55
124394	LT0106_43	P3	363	negative control	50
124430	LT0107_02	A15	15	negative control	34
124441	LT0107_02	B2	26	negative control	41
124478	LT0107_02	C15	63	negative control	38
124489	LT0107_02	D2	74	negative control	51
124719	LT0107_02	M16	304	negative control	59
124730	LT0107_02	N3	315	negative control	45
124767	LT0107_02	O16	352	negative control	39
124778	LT0107_02	P3	363	negative control	45
124814	LT0107_17	A15	15	negative control	34
124825	LT0107_17	B2	26	negative control	34
124862	LT0107_17	C15	63	negative control	48
124873	LT0107_17	D2	74	negative control	54
125103	LT0107_17	M16	304	negative control	60
125114	LT0107_17	N3	315	negative control	52
125151	LT0107_17	O16	352	negative control	52
125162	LT0107_17	P3	363	negative control	43
125198	LT0107_18	A15	15	negative control	44
125209	LT0107_18	B2	26	negative control	38
125246	LT0107_18	C15	63	negative control	57
125257	LT0107_18	D2	74	negative control	46
125487	LT0107_18	M16	304	negative control	45
125498	LT0107_18	N3	315	negative control	38
125535	LT0107_18	O16	352	negative control	61
125546	LT0107_18	P3	363	negative control	50
125582	LT0108_01	A15	15	negative control	41
125593	LT0108_01	B2	26	negative control	44
125630	LT0108_01	C15	63	negative control	49
125641	LT0108_01	D2	74	negative control	32
125871	LT0108_01	M16	304	negative control	42
125882	LT0108_01	N3	315	negative control	49
125919	LT0108_01	O16	352	negative control	45
125930	LT0108_01	P3	363	negative control	58
125966	LT0108_02	A15	15	negative control	56
125977	LT0108_02	B2	26	negative control	36
126014	LT0108_02	C15	63	negative control	55
126025	LT0108_02	D2	74	negative control	55
126255	LT0108_02	M16	304	negative control	39
126266	LT0108_02	N3	315	negative control	49
126303	LT0108_02	O16	352	negative control	33
126314	LT0108_02	P3	363	negative control	57
126350	LT0108_25	A15	15	negative control	42
126361	LT0108_25	B2	26	negative control	43
126398	LT0108_25	C15	63	negative control	42
126409	LT0108_25	D2	74	negative control	39
126639	LT0108_25	M16	304	negative control	35
126650	LT0108_25	N3	315	negative control	61
126687	LT0108_25	O16	352	negative control	48
126698	LT0108_25	P3	363	negative control	43
126734	LT0108_47	A15	15	negative control	48
126745	LT0108_47	B2	26	negative control	62
126782	LT0108_47	C15	63	negative control	41
126793	LT0108_47	D2	74	negative control	47
127023	LT0108_47	M16	304	negative control	41
127034	LT0108_47	N3	315	negative control	42
127071	LT0108_47	O16	352	negative control	60
127082	LT0108_47	P3	363	negative control	33
127118	LT0109_13	A15	15	negative control	41
127129	LT0109_13	B2	26	negative control	43
127177	LT0109_13	D2	74	negative control	48
127407	LT0109_13	M16	304	negative control	38
127418	LT0109_13	N3	315	negative control	47
127455	LT0109_13	O16	352	negative control	41
127466	LT0109_13	P3	363	negative control	33
127502	LT0109_38	A15	15	negative control	56
127513	LT0109_38	B2	26	negative control	46
127550	LT0109_38	C15	63	negative control	42
127561	LT0109_38	D2	74	negative control	45
127791	LT0109_38	M16	304	negative control	50
127802	LT0109_38	N3	315	negative control	51
127839	LT0109_38	O16	352	negative control	40
127850	LT0109_38	P3	363	negative control	57
127886	LT0109_45	A15	15	negative control	58
127897	LT0109_45	B2	26	negative control	34
127934	LT0109_45	C15	63	negative control	47
127945	LT0109_45	D2	74	negative control	62
128175	LT0109_45	M16	304	negative control	31
128186	LT0109_45	N3	315	negative control	44
128223	LT0109_45	O16	352	negative control	37
128234	LT0109_45	P3	363	negative control	35
128270	LT0110_01	A15	15	negative control	34
128281	LT0110_01	B2	26	negative control	50
128318	LT0110_01	C15	63	negative control	48
128329	LT0110_01	D2	74	negative control	47
128559	LT0110_01	M16	304	negative control	61
128570	LT0110_01	N3	315	negative control	38
128607	LT0110_01	O16	352	negative control	55
128618	LT0110_01	P3	363	negative control	42
128654	LT0110_07	A15	15	negative control	53
128702	LT0110_07	C15	63	negative control	59
128713	LT0110_07	D2	74	negative control	58
128943	LT0110_07	M16	304	negative control	33
128954	LT0110_07	N3	315	negative control	39
128991	LT0110_07	O16	352	negative control	39
129002	LT0110_07	P3	363	negative control	56
129038	LT0110_09	A15	15	negative control	37
129049	LT0110_09	B2	26	negative control	51
129086	LT0110_09	C15	63	negative control	32
129097	LT0110_09	D2	74	negative control	55
129327	LT0110_09	M16	304	negative control	62
129338	LT0110_09	N3	315	negative control	52
129375	LT0110_09	O16	352	negative control	35
129386	LT0110_09	P3	363	negative control	62
129422	LT0111_08	A15	15	negative control	50
129470	LT0111_08	C15	63	negative control	42
129711	LT0111_08	M16	304	negative control	36
129722	LT0111_08	N3	315	negative control	38
129759	LT0111_08	O16	352	negative control	53
129806	LT0111_27	A15	15	negative control	59
129817	LT0111_27	B2	26	negative control	41
129854	LT0111_27	C15	63	negative control	58
129865	LT0111_27	D2	74	negative control	62
130095	LT0111_27	M16	304	negative control	53
130106	LT0111_27	N3	315	negative control	40
130143	LT0111_27	O16	352	negative control	50
130154	LT0111_27	P3	363	negative control	50
130190	LT0111_44	A15	15	negative control	49
130201	LT0111_44	B2	26	negative control	54
130238	LT0111_44	C15	63	negative control	50
130249	LT0111_44	D2	74	negative control	56
130479	LT0111_44	M16	304	negative control	56
130490	LT0111_44	N3	315	negative control	36
130527	LT0111_44	O16	352	negative control	56
130538	LT0111_44	P3	363	negative control	44
130574	LT0112_01	A15	15	negative control	46
130585	LT0112_01	B2	26	negative control	55
130622	LT0112_01	C15	63	negative control	50
130633	LT0112_01	D2	74	negative control	58
130863	LT0112_01	M16	304	negative control	43
130874	LT0112_01	N3	315	negative control	57
130911	LT0112_01	O16	352	negative control	55
130922	LT0112_01	P3	363	negative control	52
130958	LT0112_35	A15	15	negative control	42
130969	LT0112_35	B2	26	negative control	56
131006	LT0112_35	C15	63	negative control	31
131017	LT0112_35	D2	74	negative control	61
131247	LT0112_35	M16	304	negative control	45
131258	LT0112_35	N3	315	negative control	38
131295	LT0112_35	O16	352	negative control	31
131306	LT0112_35	P3	363	negative control	60
131342	LT0112_36	A15	15	negative control	32
131353	LT0112_36	B2	26	negative control	53
131390	LT0112_36	C15	63	negative control	46
131401	LT0112_36	D2	74	negative control	59
131631	LT0112_36	M16	304	negative control	44
131642	LT0112_36	N3	315	negative control	53
131679	LT0112_36	O16	352	negative control	42
131690	LT0112_36	P3	363	negative control	57
131726	LT0113_01	A15	15	negative control	46
131737	LT0113_01	B2	26	negative control	35
131774	LT0113_01	C15	63	negative control	41
131785	LT0113_01	D2	74	negative control	52
132015	LT0113_01	M16	304	negative control	38
132026	LT0113_01	N3	315	negative control	41
132063	LT0113_01	O16	352	negative control	42
132074	LT0113_01	P3	363	negative control	61
132110	LT0113_15	A15	15	negative control	53
132121	LT0113_15	B2	26	negative control	31
132158	LT0113_15	C15	63	negative control	48
132169	LT0113_15	D2	74	negative control	57
132399	LT0113_15	M16	304	negative control	43
132410	LT0113_15	N3	315	negative control	58
132447	LT0113_15	O16	352	negative control	42
132458	LT0113_15	P3	363	negative control	53
132494	LT0113_18	A15	15	negative control	60
132505	LT0113_18	B2	26	negative control	46
132542	LT0113_18	C15	63	negative control	53
132553	LT0113_18	D2	74	negative control	62
132783	LT0113_18	M16	304	negative control	51
132794	LT0113_18	N3	315	negative control	33
132831	LT0113_18	O16	352	negative control	33
132842	LT0113_18	P3	363	negative control	41
132878	LT0114_31	A15	15	negative control	35
132889	LT0114_31	B2	26	negative control	57
132926	LT0114_31	C15	63	negative control	61
132937	LT0114_31	D2	74	negative control	35
133167	LT0114_31	M16	304	negative control	50
133178	LT0114_31	N3	315	negative control	43
133215	LT0114_31	O16	352	negative control	48
133226	LT0114_31	P3	363	negative control	47
133262	LT0114_34	A15	15	negative control	46
133273	LT0114_34	B2	26	negative control	37
133310	LT0114_34	C15	63	negative control	37
133321	LT0114_34	D2	74	negative control	47
133551	LT0114_34	M16	304	negative control	40
133562	LT0114_34	N3	315	negative control	59
133599	LT0114_34	O16	352	negative control	44
133610	LT0114_34	P3	363	negative control	55
133646	LT0114_59	A15	15	negative control	40
133657	LT0114_59	B2	26	negative control	52
133694	LT0114_59	C15	63	negative control	33
133705	LT0114_59	D2	74	negative control	40
133935	LT0114_59	M16	304	negative control	45
133946	LT0114_59	N3	315	negative control	55
133983	LT0114_59	O16	352	negative control	35
133994	LT0114_59	P3	363	negative control	59
134030	LT0114_62	A15	15	negative control	51
134041	LT0114_62	B2	26	negative control	31
134078	LT0114_62	C15	63	negative control	41
134089	LT0114_62	D2	74	negative control	59
134319	LT0114_62	M16	304	negative control	44
134330	LT0114_62	N3	315	negative control	42
134378	LT0114_62	P3	363	negative control	33
134414	LT0115_01	A15	15	negative control	36
134425	LT0115_01	B2	26	negative control	38
134462	LT0115_01	C15	63	negative control	54
134473	LT0115_01	D2	74	negative control	61
134703	LT0115_01	M16	304	negative control	48
134714	LT0115_01	N3	315	negative control	34
134751	LT0115_01	O16	352	negative control	46
134762	LT0115_01	P3	363	negative control	33
134798	LT0115_21	A15	15	negative control	47
134809	LT0115_21	B2	26	negative control	50
134846	LT0115_21	C15	63	negative control	49
134857	LT0115_21	D2	74	negative control	49
135087	LT0115_21	M16	304	negative control	60
135098	LT0115_21	N3	315	negative control	41
135135	LT0115_21	O16	352	negative control	49
135146	LT0115_21	P3	363	negative control	59
135182	LT0115_23	A15	15	negative control	34
135193	LT0115_23	B2	26	negative control	52
135230	LT0115_23	C15	63	negative control	57
135241	LT0115_23	D2	74	negative control	48
135471	LT0115_23	M16	304	negative control	38
135482	LT0115_23	N3	315	negative control	41
135519	LT0115_23	O16	352	negative control	45
135530	LT0115_23	P3	363	negative control	36
135566	LT0116_01	A15	15	negative control	59
135577	LT0116_01	B2	26	negative control	62
135614	LT0116_01	C15	63	negative control	42
135625	LT0116_01	D2	74	negative control	50
135855	LT0116_01	M16	304	negative control	61
135866	LT0116_01	N3	315	negative control	41
135903	LT0116_01	O16	352	negative control	41
135914	LT0116_01	P3	363	negative control	40
135950	LT0116_43	A15	15	negative control	58
135961	LT0116_43	B2	26	negative control	34
135998	LT0116_43	C15	63	negative control	42
136009	LT0116_43	D2	74	negative control	31
136239	LT0116_43	M16	304	negative control	37
136250	LT0116_43	N3	315	negative control	62
136287	LT0116_43	O16	352	negative control	50
136298	LT0116_43	P3	363	negative control	53
136334	LT0116_47	A15	15	negative control	61
136345	LT0116_47	B2	26	negative control	58
136382	LT0116_47	C15	63	negative control	56
136393	LT0116_47	D2	74	negative control	52
136623	LT0116_47	M16	304	negative control	32
136634	LT0116_47	N3	315	negative control	60
136671	LT0116_47	O16	352	negative control	43
136682	LT0116_47	P3	363	negative control	40
136718	LT0117_05	A15	15	negative control	50
136729	LT0117_05	B2	26	negative control	42
136766	LT0117_05	C15	63	negative control	34
136777	LT0117_05	D2	74	negative control	40
137007	LT0117_05	M16	304	negative control	57
137018	LT0117_05	N3	315	negative control	54
137055	LT0117_05	O16	352	negative control	60
137066	LT0117_05	P3	363	negative control	39
137102	LT0117_06	A15	15	negative control	51
137113	LT0117_06	B2	26	negative control	54
137150	LT0117_06	C15	63	negative control	57
137161	LT0117_06	D2	74	negative control	39
137391	LT0117_06	M16	304	negative control	40
137402	LT0117_06	N3	315	negative control	44
137439	LT0117_06	O16	352	negative control	59
